"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"440",483,"Erica australis","","Erica",2,"Erica australis","L.","Erica",2,278575,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Erica australis",NA
"441",484,"Erica scoparia","","Erica",2,"Erica scoparia","L.","Erica",2,279400,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Erica scoparia",NA
"444",485,"Erica umbellata","","Erica",2,"Erica umbellata","L.","Erica",2,279526,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Erica umbellata",NA
"540",486,"Gaylussacia montana","","Gaylussacia",2,"Gaylussacia montana","(Pohl) Sleumer","Gaylussacia",2,282505,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Gaylussacia montana",NA
"1032",487,"Rhododendron columbianum","","Rhododendron",2,"Rhododendron columbianum","(Piper) Harmaja","Rhododendron",2,279894,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron columbianum",NA
"1033",488,"Rhododendron ferrugineum","","Rhododendron",2,"Rhododendron ferrugineum","L.","Rhododendron",2,280053,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron ferrugineum",NA
"1034",489,"Rhododendron japonicum","","Rhododendron",2,"Rhododendron japonicum","(A.Gray) Suringar","Rhododendron",2,280196,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron japonicum",NA
"1036",490,"Rhododendron luteum","","Rhododendron",2,"Rhododendron luteum","Sweet","Rhododendron",2,280354,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron luteum",NA
"1037",491,"Rhododendron macrophyllum","","Rhododendron",2,"Rhododendron macrophyllum","D.Don ex G.Don","Rhododendron",2,280360,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron macrophyllum",NA
"1038",492,"Rhododendron occidentale","","Rhododendron",2,"Rhododendron occidentale","(Torr. &  A.Gray) A.Gray","Rhododendron",2,280509,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Rhododendron occidentale",NA
"1093",493,"Sarcodes sanguinea","","Sarcodes",2,"Sarcodes sanguinea","Torr.","Sarcodes",2,278221,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Sarcodes sanguinea",NA
"1295",494,"Vaccinium ovatum","","Vaccinium",2,"Vaccinium ovatum","Pursh","Vaccinium",2,282223,1,FALSE,0.8,0,NA,NA,NA,NA,"Ericaceae",NA,"Vaccinium ovatum",NA
"435",495,"Eriastrum densifolium","","Eriastrum",2,"Eriastrum densifolium"," (Benth.) Mason","Eriastrum",2,269276,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Eriastrum densifolium",NA
"562",496,"Gilia achilleifolia","","Gilia",2,"Gilia achilleifolia"," Benth.","Gilia",2,268983,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Gilia achilleifolia",NA
"681",497,"Leptosiphon ambiguus","","Leptosiphon",2,"Leptosiphon ambiguus","(Rattan) J.M.Porter & L.A.Johnson","Leptosiphon",2,268768,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Leptosiphon ambiguus",NA
"682",498,"Leptosiphon androsaceus","","Leptosiphon",2,"Leptosiphon androsaceus","Benth.","Leptosiphon",2,268769,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Leptosiphon androsaceus",NA
"693",499,"Linanthus californicus","","Linanthus",2,"Linanthus californicus"," (Hook. &  Arn.) J.M.Porter & L.A.Johnson","Linanthus",2,268732,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Linanthus californicus",NA
"831",500,"Navarretia leptalea","","Navarretia",2,"Navarretia leptalea"," (A.Gray) L.A.Johnson","Navarretia",2,269106,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Navarretia leptalea",NA
"954",501,"Phlox pilosa","","Phlox",2,"Phlox pilosa"," L.","Phlox",2,268923,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Phlox pilosa",NA
"953",502,"Phlox drummondii","","Phlox",2,"Phlox drummondii"," Hook.","Phlox",2,268864,1,FALSE,0.8,0,NA,NA,NA,NA,"Polemoniaceae",NA,"Phlox drummondii",NA
"57",503,"Androsace obtusifolia","","Androsace",2,"Androsace obtusifolia","All.","Androsace",2,273047,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Androsace obtusifolia",NA
"55",504,"Androsace lanuginosa","","Androsace",2,"Androsace lanuginosa","Wall.","Androsace",2,273021,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Androsace lanuginosa",NA
"318",505,"Coris monspeliensis","","Coris",2,"Coris monspeliensis"," L.","Coris",2,273993,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Coris monspeliensis",NA
"340",506,"Cyclamen persicum","","Cyclamen",2,"Cyclamen persicum","Mill.","Cyclamen",2,274349,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Cyclamen persicum",NA
"381",507,"Dionysia aretioides","","Dionysia",2,"Dionysia aretioides","(Lehm.) Boiss.","Dionysia",2,273842,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Dionysia aretioides",NA
"382",508,"Dionysia revoluta","","Dionysia",2,"Dionysia revoluta"," Boiss.","Dionysia",2,273884,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Dionysia revoluta",NA
"394",509,"Dodecatheon meadia","","Dodecatheon",2,"Dodecatheon meadia"," L.","Dodecatheon",2,273960,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Dodecatheon meadia",NA
"739",510,"Lysimachia arvensis","","Lysimachia",2,"Lysimachia arvensis"," (L.) U.Manns & Anderb.","Lysimachia",2,274020,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia arvensis",NA
"740",511,"Lysimachia ciliata","","Lysimachia",2,"Lysimachia ciliata","L.","Lysimachia",2,274058,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia ciliata",NA
"742",512,"Lysimachia clethroides","","Lysimachia",2,"Lysimachia clethroides","Duby","Lysimachia",2,274060,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia clethroides",NA
"743",513,"Lysimachia europaea","","Lysimachia",2,"Lysimachia europaea","(L.) U.Manns & Anderb.","Lysimachia",2,274088,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia europaea",NA
"744",514,"Lysimachia latifolia","","Lysimachia",2,"Lysimachia latifolia","(Hook.) Cholewa","Lysimachia",2,274148,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia latifolia",NA
"745",515,"Lysimachia maritima","","Lysimachia",2,"Lysimachia maritima","(L.) Galasso, Banfi & Soldano","Lysimachia",2,274165,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia maritima",NA
"746",516,"Lysimachia monellii","","Lysimachia",2,"Lysimachia monellii"," (L.) U.Manns & Anderb.","Lysimachia",2,274179,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia monellii",NA
"747",517,"Lysimachia nemorum","","Lysimachia",2,"Lysimachia nemorum","L.","Lysimachia",2,274189,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia nemorum",NA
"748",518,"Lysimachia nummularia","","Lysimachia",2,"Lysimachia nummularia","L.","Lysimachia",2,274190,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia nummularia",NA
"749",519,"Lysimachia tenella","","Lysimachia",2,"Lysimachia tenella","L.","Lysimachia",2,274283,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Lysimachia tenella",NA
"980",520,"Primula baileyana","","Primula",2,"Primula baileyana","Kingdon-Ward","Primula",2,273180,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula baileyana",NA
"981",521,"Primula clevelandii","","Primula",2,"Primula clevelandii","(Greene) A. R. Mast & Reveal","Primula",2,949395,1,FALSE,0.8,0,NA,"Dodecatheon clevelandii ssp. clevelandii",NA,273941,"Primulaceae",NA,"Dodecatheon clevelandii",NA
"982",522,"Primula helodoxa","","Primula",2,"Primula helodoxa","Balf.fil.","Primula",2,273425,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula helodoxa",NA
"983",523,"Primula hendersonii","","Primula",2,"Primula hendersonii","(A. Gray) A. R. Mast & Reveal","Primula",2,949423,1,FALSE,0.8,0,NA,"Dodecatheon hendersonii ssp. hendersonii",NA,273953,"Primulaceae",NA,"Dodecatheon hendersonii",NA
"984",524,"Primula matthioli","","Primula",2,"Primula matthioli"," K.Richt.","Primula",2,273530,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula matthioli",NA
"986",525,"Primula veris","","Primula",2,"Primula veris"," L.","Primula",2,273782,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Primula veris",NA
"988",526,"Primula vulgaris","","Primula",2,"Primula vulgaris","Huds.","Primula",2,948129,1,FALSE,0.8,0,NA,"Primula acaulis ssp. acaulis",NA,273131,"Primulaceae",NA,"Primula acaulis",NA
"1089",527,"Samolus valerandi","","Samolus",2,"Samolus valerandi"," L.","Samolus",2,272794,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Samolus valerandi",NA
"1190",528,"Soldanella alpina","","Soldanella",2,"Soldanella alpina"," L.","Soldanella",2,273906,1,FALSE,0.8,0,NA,NA,NA,NA,"Primulaceae",NA,"Soldanella alpina",NA
"1210",529,"Steironema heterophyllum","","Steironema",2,"Steironema heterophyllum","(Michx.) Raf.","Steironema",2,949847,1,FALSE,0.8,0,NA,"Lysimachia lanceolata","Walter",274146,"Primulaceae",NA,"Lysimachia lanceolata",NA
"1337",530,"Vitaliana primuliflora","","Vitaliana",2,"Vitaliana primuliflora","Bertol.","Vitaliana",2,948040,1,FALSE,0.8,0,NA,"Androsace vitaliana ssp. vitaliana",NA,273102,"Primulaceae",NA,"Androsace vitaliana",NA
"1222",531,"Styrax redivivus","","Styrax",2,"Styrax redivivus","(Torr.) Wheeler","Styrax",2,277336,1,FALSE,0.8,0,NA,NA,NA,NA,"Styracaceae",NA,"Styrax redivivus",NA
"188",532,"Camellia petelotii","","Camellia",2,"Camellia petelotii","(Merr.) Sealy","Camellia",2,276553,1,FALSE,0.8,0,NA,NA,NA,NA,"Theaceae",NA,"Camellia petelotii",NA
"186",533,"Camellia japonica","","Camellia",2,"Camellia japonica","L.","Camellia",2,276496,1,FALSE,0.8,0,NA,NA,NA,NA,"Theaceae",NA,"Camellia japonica",NA
"8",534,"Acacia dealbata","","Acacia",2,"Acacia dealbata"," Link","Acacia",2,409372,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Acacia dealbata",NA
"1221",535,"Stylosanthes guianensis","","Stylosanthes",2,"Stylosanthes guianensis","(Aubl.) Sw.","Stylosanthes",2,173707,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Stylosanthes guianensis",NA
