Major lineage,Order,Family,Tribe,Species (names WFO),Species (names WFO)2,Anthocyanins,Aurones,Carotenoids,Chlorophylls, N_pigments
Eudicotyledoneae,Myrtales,Onagraceae,,Oenothera_speciosa,Oenothera speciosa,1,0,0,0,1
Eudicotyledoneae,Myrtales,Vochysiaceae,,Vochysia_elliptica,Vochysia elliptica,0,0,1,0,1
Eudicotyledoneae,Myrtales,Vochysiaceae,,Vochysia_pygmaea,Vochysia pygmaea,0,0,1,0,1
Eudicotyledoneae,Myrtales,Vochysiaceae,,Vochysia_tucanorum,Vochysia tucanorum,0,0,1,1,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_articulata,Oxalis articulata,1,0,0,1,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_oregana,Oxalis oregana,1,0,1,0,2
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_pes-caprae,Oxalis pes-caprae,0,1,0,0,1
Eudicotyledoneae,Oxalidales,Oxalidaceae,,Oxalis_stricta,Oxalis stricta,NA,NA,1,NA,NA
Eudicotyledoneae,Proteales,Proteaceae,,Grevillea_banksii,Grevillea banksii,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Berberidaceae,,Berberis_aquifolium,Berberis aquifolium,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Berberidaceae,,Berberis_nevinii,Berberis nevinii,0,0,1,1,2
Eudicotyledoneae,Ranunculales,Berberidaceae,,Berberis_pinnata,Berberis pinnata,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Berberidaceae,,Berberis_vulgaris,Berberis vulgaris,0,0,1,1,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Chelidonium_majus,Chelidonium majus,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Dendromecon_harfordii,Dendromecon harfordii,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Dendromecon_rigida,Dendromecon rigida,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Dicentra_formosa,Dicentra formosa,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Ehrendorferia_chrysantha,Ehrendorferia chrysantha,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Emmenanthe_penduliflora,Emmenanthe penduliflora,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Eschscholzia_californica,Eschscholzia californica,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Eschscholzia_minutiflora,Eschscholzia minutiflora,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_agraria,Fumaria agraria,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_capreolata,Fumaria capreolata,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Fumaria_officinalis,Fumaria officinalis,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Papaveraceae,,Glaucium_bracteatum,Glaucium bracteatum,1,0,1,1,3
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_argemone,Papaver argemone,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_dubium,Papaver dubium,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_hybridum,Papaver hybridum,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Papaver_rhoeas,Papaver rhoeas,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Papaveraceae,,Romneya_coulteri,Romneya coulteri,0,0,0,0,0
Eudicotyledoneae,Ranunculales,Papaveraceae,,Sarcocapnos_enneaphylla,Sarcocapnos enneaphylla,1,0,1,1,3
Eudicotyledoneae,Ranunculales,Ranunculaceae,Actaeeae,Eranthis_cilicicus,Eranthis cilicicus,0,NA,1,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Adonideae,Adonis_microcarpa,Adonis microcarpa,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Adonideae,Trollius_europaeus,Trollius europaeus,0,NA,1,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Anemonoides_grayi,Anemonoides grayi,0,0,0,0,0
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Anemone_nemorosa,Anemone nemorosa,0,NA,0,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Anemone_palmata,Anemone palmata,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Clematis_cirrhosa,Clematis cirrhosa,0,0,0,0,0
Eudicotyledoneae,Ranunculales,Ranunculaceae,Anemoneae,Clematis_ligusticifolia,Clematis ligusticifolia,0,0,0,0,0
Eudicotyledoneae,Ranunculales,Ranunculaceae,Caltheae,Caltha_palustris,Caltha palustris,0,NA,1,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_gracile,Delphinium gracile,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_menziesii,Delphinium menziesii,1,NA,0,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_nudicaule,Delphinium nudicaule,1,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Delphinieae,Delphinium_pentagynum,Delphinium pentagynum,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Helleboreae,Helleborus_foetidus,Helleborus foetidus,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Helleboreae,Helleborus_niger,Helleborus niger,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Isopyroideae,Aquilegia_eximia,Aquilegia eximia,1,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Isopyroideae,Aquilegia_formosa,Aquilegia formosa,1,0,1,0,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Nigelleae,Nigella_damascena,Nigella damascena,1,0,0,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Nigelleae,Nigella_papillosa,Nigella papillosa,1,0,0,1,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ficaria_verna,Ficaria verna,0,0,1,1,2
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_acris,Ranunculus acris,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_arvensis,Ranunculus arvensis,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_bulbosus,Ranunculus bulbosus,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_californicus,Ranunculus californicus,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_paludosus,Ranunculus paludosus,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_peltatus,Ranunculus peltatus,0,NA,0,NA,NA
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_muricatus,Ranunculus muricatus,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_repens,Ranunculus repens,0,0,1,0,1
Eudicotyledoneae,Ranunculales,Ranunculaceae,Ranunculeae,Ranunculus_trilobus,Ranunculus trilobus,0,0,1,0,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Ceanothus_arboreus,Ceanothus arboreus,1,0,0,0,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Ceanothus_cuneatus_fascicularis,Ceanothus cuneatus fascicularis,1,0,0,0,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Ceanothus_gloriosus,Ceanothus gloriosus,1,0,0,0,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Ceanothus_integerrimus,Ceanothus integerrimus,0,0,0,0,0
Eudicotyledoneae,Rosales,Rhamnaceae,,Ceanothus_papillosus,Ceanothus papillosus,1,0,0,0,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Frangula_californica,Frangula californica,0,0,0,1,1
Eudicotyledoneae,Rosales,Rhamnaceae,,Rhamnus_crocea,Rhamnus crocea,0,0,1,1,2
Eudicotyledoneae,Rosales,Rosaceae,,Adenostoma_fasciculatum,Adenostoma fasciculatum,0,0,0,1,1
Eudicotyledoneae,Rosales,Rosaceae,,Adenostoma_sparsifolium,Adenostoma sparsifolium,0,0,0,1,1
Eudicotyledoneae,Rosales,Rosaceae,,Amelanchier_utahensis,Amelanchier utahensis,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Cercocarpus_montanus,Cercocarpus montanus,0,0,1,1,2
Eudicotyledoneae,Rosales,Rosaceae,,Crataegus_monogyna,Crataegus monogyna,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Dasiphora_fruticosa,Dasiphora fruticosa,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Dryas_octopetala,Dryas octopetala,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Drymocallis_glandulosa,Drymocallis glandulosa,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Drymocallis_rupestris ,Drymocallis rupestris ,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Fragaria_chiloensis,Fragaria chiloensis,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Fragaria_vesca,Fragaria vesca,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Geum_macrophyllum,Geum macrophyllum,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Geum_urbanum,Geum urbanum,0,NA,1,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Heteromeles_arbutifolia,Heteromeles arbutifolia,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Holodiscus_discolor,Holodiscus discolor,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Horkelia_californica,Horkelia californica,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Horkelia_marinensis,Horkelia marinensis,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Lyonothamnus_floribundus,Lyonothamnus floribundus,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Malus_fusca,Malus fusca,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Oemleria_cerasiformis,Oemleria cerasiformis,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,﻿Potentilla_anserina,﻿Potentilla anserina,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Potentilla_bolanderi,Potentilla bolanderi,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Potentilla_gracilis,Potentilla gracilis,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Potentilla_hickmanii,Potentilla hickmanii,0,0,1,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Potentilla_sterilis,Potentilla sterilis,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Prunus_avium,Prunus avium,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_arvensis,Rosa arvensis,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_californica_,Rosa californica ,1,0,0,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_canina,Rosa canina,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_gymnocarpa,Rosa gymnocarpa,1,0,0,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Rosa_minutifolia,Rosa minutifolia,1,0,0,0,1
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_idaeus,Rubus idaeus,0,NA,0,NA,NA
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_parviflorus,Rubus parviflorus,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_spectabilis,Rubus spectabilis,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_ulmifolius,Rubus ulmifolius,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Rubus_ursinus,Rubus ursinus,0,0,0,0,0
Eudicotyledoneae,Rosales,Rosaceae,,Spiraea_splendens,Spiraea splendens,1,0,0,0,1
Eudicotyledoneae,Santalales,Loranthaceae,,Psittacanthus_plagiophyllus,Psittacanthus plagiophyllus,0,0,1,0,1
Eudicotyledoneae,Santalales,Santalaceae,,Osyris_lanceolata,Osyris lanceolata,0,0,0,1,1
Eudicotyledoneae,Sapindales,Anacardiaceae,,Rhus_integrifolia,Rhus integrifolia,1,0,0,0,1
Eudicotyledoneae,Sapindales,Anacardiaceae,,Gluta_aptera,Gluta aptera,NA,1,NA,NA,NA
Eudicotyledoneae,Sapindales,Meliaceae,,Melia_azedarach,Melia azedarach,1,0,0,0,1
Eudicotyledoneae,Sapindales,Rutaceae,,Boronia_elatior,Boronia elatior,1,NA,NA,NA,NA
Eudicotyledoneae,Sapindales,Rutaceae,,Boronia_megastigma ,Boronia megastigma ,NA,NA,1,NA,NA
Eudicotyledoneae,Sapindales,Rutaceae,,Choisya_ternata,Choisya ternata,0,NA,0,NA,NA
Eudicotyledoneae,Sapindales,Rutaceae,,Ptelea_crenulata,Ptelea crenulata,0,0,0,1,1
Eudicotyledoneae,Sapindales,Rutaceae,,Ruta_angustifolia,Ruta angustifolia,0,0,1,0,1
Eudicotyledoneae,Sapindales,Rutaceae,,Ruta_chalepensis,Ruta chalepensis,0,0,1,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Dudleya_brittonii,Dudleya brittonii,0,0,1,1,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Dudleya_caespitosa,Dudleya caespitosa,0,0,1,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Dudleya_cymosa,Dudleya cymosa,1,0,1,0,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Dudleya_farinosa,Dudleya farinosa,0,0,1,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,﻿Dudleya_lanceolata,﻿Dudleya lanceolata,1,0,1,0,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Dudleya_traskae,Dudleya traskae,0,0,1,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_acre,Sedum acre,0,NA,1,NA,NA
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_album,Sedum album,0,0,0,0,0
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_amplexicaule,Sedum amplexicaule,0,0,1,1,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_mucizonia,Sedum mucizonia,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Sedum_sediforme,Sedum sediforme,0,0,0,1,1
Eudicotyledoneae,Saxifragales,Crassulaceae,,Kalanchoe_daigremontiana,Kalanchoe daigremontiana,1,0,1,0,2
Eudicotyledoneae,Saxifragales,Crassulaceae,,Umbilicus_rupestris,Umbilicus rupestris,0,0,0,1,1
Eudicotyledoneae,Saxifragales,Cynomoriaceae,,Cynomorium_coccineum,Cynomorium coccineum,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_aureum,Ribes aureum,0,0,1,1,2
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_californicum,Ribes californicum,1,0,1,1,3
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_malvaceum,Ribes malvaceum,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_menziesii,Ribes menziesii,1,0,1,1,3
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_sanguineum,Ribes sanguineum,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_speciosum,Ribes speciosum,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Grossulariaceae,,Ribes_viburnifolium,Ribes viburnifolium,1,0,1,0,2
Eudicotyledoneae,Saxifragales,Hamamelidaceae,,Hamamelis_mollis,Hamamelis mollis,NA,NA,1,NA,NA
Eudicotyledoneae,Saxifragales,Paeoniaceae,,Paeonia_broteroi,Paeonia broteroi,1,0,0,0,1
Eudicotyledoneae,Saxifragales,Paeoniaceae,,Paeonia_delavayi ,Paeonia delavayi ,1,0,1,1,3
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Bergenia_crassifolia,Bergenia crassifolia,1,NA,0,NA,NA
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Boykinia_occidentalis,Boykinia occidentalis,0,0,0,0,0
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Chrysosplenium_alternifolium,Chrysosplenium alternifolium,NA,NA,1,NA,NA
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Lithophragma_heterophyllum,Lithophragma heterophyllum,0,0,0,0,0
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Micranthes_japonica,Micranthes japonica,0,0,0,0,0
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Saxifraga_granulata,Saxifraga granulata,0,0,0,1,1
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Saxifraga hypnoides,Saxifraga hypnoides,0,NA,0,NA,NA
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Saxifraga_spathularis,Saxifraga spathularis,1,0,1,1,3
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Tellima_grandiflora,Tellima grandiflora,1,0,0,1,2
Eudicotyledoneae,Saxifragales,Saxifragaceae,,Tiarella_trifoliata,Tiarella trifoliata,0,0,0,0,0
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_sepium,Calystegia sepium,0,0,0,0,0
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_collina,Calystegia collina,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_macrostegia,Calystegia macrostegia,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_purpurata_purpurata,Calystegia purpurata purpurata,0,0,0,0,0
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_silvatica,Calystegia silvatica,0,NA,0,NA,NA
Eudicotyledoneae,Solanales,Convolvulaceae,,Calystegia_soldanella,Calystegia soldanella,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_arvensis,Convolvulus arvensis,0,0,0,0,0
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_althaeoides,Convolvulus althaeoides,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Convolvulus_tricolor,Convolvulus tricolor,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Cuscuta_californica,Cuscuta californica,0,0,0,1,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Evolvulus_lithospermoides,Evolvulus lithospermoides,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Ipomoea_granulosa,Ipomoea granulosa,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Ipomopsis_aggregata,Ipomopsis aggregata,1,0,1,0,2
Eudicotyledoneae,Solanales,Convolvulaceae,,Ipomopsis_tenuituba,Ipomopsis tenuituba,1,0,0,0,1
Eudicotyledoneae,Solanales,Convolvulaceae,,Jacquemontia_prostrata,Jacquemontia prostrata,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Cestrum_elegans,Cestrum elegans,1,NA,0,NA,NA
Eudicotyledoneae,Solanales,Solanaceae,,Datura_wrightii,Datura wrightii,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Mandragora_autumnalis,Mandragora autumnalis,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Nicotiana_glauca,Nicotiana glauca,0,0,1,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Nicotiana_obtusifolia,Nicotiana obtusifolia,0,0,0,1,1
Eudicotyledoneae,Solanales,Solanaceae,,Physalis_crassifolia,Physalis crassifolia,0,0,1,1,2
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_bonariense ,Solanum bonariense ,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_didymum,Solanum didymum,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_douglasii,Solanum douglasii,0,0,1,1,2
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_dulcamara,Solanum dulcamara,1,NA,0,NA,NA
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_lycocarpum,Solanum lycocarpum,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_nigrum,Solanum nigrum,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_paniculatum,Solanum paniculatum,1,0,0,0,1
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_umbelliferum,Solanum umbelliferum,1,0,1,1,3
Eudicotyledoneae,Solanales,Solanaceae,,Solanum_wallacei,Solanum wallacei,1,0,0,0,1
Eudicotyledoneae,Zygophyllales,Zygophyllaceae,,Larrea_tridentata,Larrea tridentata,0,0,1,0,1
